source	target	pvalue	threshold
ELLIS, KEN	FALCONER, CALVIN	2.697156229016726e-11	4.757852431019942e-10
IRON MAN DOPPELGANGER	NAMORITA/NITA PRENTISS [ATLANTEAN]	2.7225442191561913e-11	4.757852431019942e-10
RAHN, TAMARA	VASHTI	2.7306022561208983e-11	4.757852431019942e-10
LELAND, HARRY	STORM/ORORO MUNROE Subscribe!	2.7328344227674153e-11	4.757852431019942e-10
SCALPHUNTER	STORM/ORORO MUNROE Subscribe!	2.7328344227674153e-11	4.757852431019942e-10
ARCADE/	DAYTRIPPER/AMANDA SEFTON	2.7556749192649344e-11	4.757852431019942e-10
JAMESON, MARLA MADISON	OSBORN, LIZ ALLAN	2.7566791975628178e-11	4.757852431019942e-10
STRACU	UNIT 101101	2.7717319772844694e-11	4.757852431019942e-10
IZZIFIZZ	STRACU	2.7717319772844694e-11	4.757852431019942e-10
GOMURR	KURAGARI	2.7717319772844694e-11	4.757852431019942e-10
FALLON, HOWARD	FITCH/	2.7717319772844694e-11	4.757852431019942e-10
BRANSON	KEMEL, MEHMET	2.7717319772844694e-11	4.757852431019942e-10
FAYRELYTE STRONGHEART	R'TEE	2.7717319772844694e-11	4.757852431019942e-10
HAMMERHAND II/BRON	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
DONLEAVY, HANNAH	YUAN, BILLY	2.7717319772844694e-11	4.757852431019942e-10
BORROUGHS, CHARLES CHARLIE	CHALMER, JUDGE	2.7717319772844694e-11	4.757852431019942e-10
DWORMAN, JIM	HU, DR.	2.7717319772844694e-11	4.757852431019942e-10
BRAWN, TRISTAN	LEGAULT	2.7717319772844694e-11	4.757852431019942e-10
OSHIMA	TAKACHIHO, HIRO	2.7717319772844694e-11	4.757852431019942e-10
HYZAKTL	IZZIFIZZ	2.7717319772844694e-11	4.757852431019942e-10
LEBEAU, MERCY	POITIER, CLAUDE	2.7717319772844694e-11	4.757852431019942e-10
CHI-CHEE	PSIREN	2.7717319772844694e-11	4.757852431019942e-10
CHI-CHEE	PSIMON	2.7717319772844694e-11	4.757852431019942e-10
CYBERTOOTH/YEN HSIEH	JAWBREAKER/	2.7717319772844694e-11	4.757852431019942e-10
COGGER	KRUEL/VICTOR KRUELLER	2.7717319772844694e-11	4.757852431019942e-10
CYBERTOOTH/YEN HSIEH	KUROKO/	2.7717319772844694e-11	4.757852431019942e-10
STRACU	VORZEN	2.7717319772844694e-11	4.757852431019942e-10
BUMPO, MR.	ELITE/	2.7717319772844694e-11	4.757852431019942e-10
JUSTICE PEACE	MR. MOBIUS	2.7717319772844694e-11	4.757852431019942e-10
PRINCESS NEPTHYS/SANDAHL SWARN	SHADOWKNIGHT/RANDALL SPECTOR	2.7717319772844694e-11	4.757852431019942e-10
FAYRELYTE STRONGHEART	NURO	2.7717319772844694e-11	4.757852431019942e-10
BAYMAX	TAKACHIHO, MRS.	2.7717319772844694e-11	4.757852431019942e-10
KREDDICK	R'TEE	2.7717319772844694e-11	4.757852431019942e-10
GOLDEN GIRL/GWENNY LOU SABUKI	SABUKI, DR. SAM	2.7717319772844694e-11	4.757852431019942e-10
GOMURR	TAR	2.7717319772844694e-11	4.757852431019942e-10
STARSHINE III/ANARRA	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
BACILLUS	D'KAY	2.7717319772844694e-11	4.757852431019942e-10
LIBERATOR/PRINCE TRISTAN	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
GOONER, MELVIN	THORPE, LUKE	2.7717319772844694e-11	4.757852431019942e-10
LAPIN, EMIL	POITIER, CLAUDE	2.7717319772844694e-11	4.757852431019942e-10
BONES/ELIZABETH BLISS	ESTAVES, DR. ROSA	2.7717319772844694e-11	4.757852431019942e-10
CRITIC	TILLIE THE HUN/MATILDA VON TROMP	2.7717319772844694e-11	4.757852431019942e-10
CRITIC	SPANKER/FRED HOVEL	2.7717319772844694e-11	4.757852431019942e-10
CRITIC	SITTING BULLSEYE/	2.7717319772844694e-11	4.757852431019942e-10
CRITIC	DR. ANGST/FLOYD MANGLES	2.7717319772844694e-11	4.757852431019942e-10
LORD GASPAR	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
TERMINATOR II/PRINCE BALIN	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
FAYRELYTE STRONGHEART	SPUNJE	2.7717319772844694e-11	4.757852431019942e-10
ISHIHARA, ZOE	LAPIN, EMIL	2.7717319772844694e-11	4.757852431019942e-10
BRAIN DRAIN/WERNER SCHMIDT	MISS MASS/	2.7717319772844694e-11	4.757852431019942e-10
CROSS/	FALLON, HOWARD	2.7717319772844694e-11	4.757852431019942e-10
BLACKWELL	RECOIL/	2.7717319772844694e-11	4.757852431019942e-10
BRAIN DRAIN/WERNER SCHMIDT	STRONGARM/	2.7717319772844694e-11	4.757852431019942e-10
BRAIN DRAIN/WERNER SCHMIDT	TECH-NOIR/	2.7717319772844694e-11	4.757852431019942e-10
ISHIHARA, ZOE	QUESTA	2.7717319772844694e-11	4.757852431019942e-10
BLACKWULF	PEACEKEEPER/JOSHUA	2.7717319772844694e-11	4.757852431019942e-10
JAVELIN II/DARIN JR.	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
MAINSPRING	PSIMON	2.7717319772844694e-11	4.757852431019942e-10
MAINSPRING	PSIREN	2.7717319772844694e-11	4.757852431019942e-10
BURR, CLAYTON	HU, DR.	2.7717319772844694e-11	4.757852431019942e-10
ISHIHARA, ZOE	LEBEAU, MERCY	2.7717319772844694e-11	4.757852431019942e-10
ISIS	OSIRIS	2.7717319772844694e-11	4.757852431019942e-10
HYZAKTL	VORZEN	2.7717319772844694e-11	4.757852431019942e-10
ETERNAL BRAIN/PROFESSOR WILLIAM CARMODY	GADFLY/RUTH MACRAE	2.7717319772844694e-11	4.757852431019942e-10
HYZAKTL	UNIT 101101	2.7717319772844694e-11	4.757852431019942e-10
ETERNAL BRAIN/PROFESSOR WILLIAM CARMODY	WALKABOUT	2.7717319772844694e-11	4.757852431019942e-10
BRAIN DRAIN/WERNER SCHMIDT	SINEW/	2.7717319772844694e-11	4.757852431019942e-10
BLACK HOLE/MORTON KIBBEE	CRITIC	2.7717319772844694e-11	4.757852431019942e-10
BEL-DANN, GEN.	JELLA, PRIVATE	2.7717319772844694e-11	4.757852431019942e-10
EVERWRAITH/	TAKACHIHO, HIRO	2.7717319772844694e-11	4.757852431019942e-10
ARGOS	DEVILLE, ARCADIA	2.7717319772844694e-11	4.757852431019942e-10
BRIGGS, AGENT STEPHANIE	STONE, NELSON	2.7717319772844694e-11	4.757852431019942e-10
NAPIER, RAMONA DR.	YUAN, BILLY	2.7717319772844694e-11	4.757852431019942e-10
HUNKIR	IZZIFIZZ	2.7717319772844694e-11	4.757852431019942e-10
RALEIGH, RICHARD	SMASHER II	2.7717319772844694e-11	4.757852431019942e-10
FAWN, FELICIA	HANGMAN II/JASON ROLAND	2.7717319772844694e-11	4.757852431019942e-10
BARNACLE/	SENYAKA	2.7717319772844694e-11	4.757852431019942e-10
HUDSON, JAMES | MUTANT X-VERSE	YASHIDA, MARIKO | MUTANT X-VERSE	2.7717319772844694e-11	4.757852431019942e-10
KREDDICK	NURO	2.7717319772844694e-11	4.757852431019942e-10
GRIMM, SUE STORM EARTH-A	RICHARDS, REED | EARTH-A	2.7717319772844694e-11	4.757852431019942e-10
ESTAVES, DR. ROSA	MISS ITCH/BLISS	2.7717319772844694e-11	4.757852431019942e-10
HOPE	PSIREN	2.7717319772844694e-11	4.757852431019942e-10
HOPE	PSIMON	2.7717319772844694e-11	4.757852431019942e-10
LAMBERT, WILSON	THERAK	2.7717319772844694e-11	4.757852431019942e-10
SACK	VESSEL	2.7717319772844694e-11	4.757852431019942e-10
CONAN, NEAL	WETHERELL, MANOLI	2.7717319772844694e-11	4.757852431019942e-10
TOLLIVER, EMMA	TOLLIVER, SHERIFF JONAS	2.7717319772844694e-11	4.757852431019942e-10
FIFOLET	ISHIHARA, ZOE	2.7717319772844694e-11	4.757852431019942e-10
BAYMAX	OSHIMA	2.7717319772844694e-11	4.757852431019942e-10
BLOCKADE/DEXTER PARISH	OXTON, PROFESSOR HENRY	2.7717319772844694e-11	4.757852431019942e-10
NAILS/	RECOIL/	2.7717319772844694e-11	4.757852431019942e-10
BERGER, PROF.	OXTON, PROFESSOR HENRY	2.7717319772844694e-11	4.757852431019942e-10
D'KAY	STRONTIUM-90/	2.7717319772844694e-11	4.757852431019942e-10
BILE/	BRAIN DRAIN/WERNER SCHMIDT	2.7717319772844694e-11	4.757852431019942e-10
DUGAN, DUM DUM | MUTANT X-VERSE	FURY, NICK | MUTANT X-VERSE	2.7717319772844694e-11	4.757852431019942e-10
SENTRY IV/VAL	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
SCANNER II/RHANLA	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
BAYMAX	EVERWRAITH/	2.7717319772844694e-11	4.757852431019942e-10
IREZUMI/	KUROKO/	2.7717319772844694e-11	4.757852431019942e-10
KREDDICK	SPUNJE	2.7717319772844694e-11	4.757852431019942e-10
JACOBS, BEN	MAINFRAME/IAN WAJLER	2.7717319772844694e-11	4.757852431019942e-10
TAKACHIHO, HIRO	TAKACHIHO, MRS.	2.7717319772844694e-11	4.757852431019942e-10
LEQUARRE, GERRY	TIAMAT	2.7717319772844694e-11	4.757852431019942e-10
PIROUETTE/JOBETH	PRODIGAL/	2.7717319772844694e-11	4.757852431019942e-10
BUMPO, MR.	MR. PAYBACK/	2.7717319772844694e-11	4.757852431019942e-10
CYCLOPS DOPPELGANGER III	HULK DOPPELGANGER II	2.7717319772844694e-11	4.757852431019942e-10
IREZUMI/	JAWBREAKER/	2.7717319772844694e-11	4.757852431019942e-10
BEAUTIFUL DREAMER II	TOTEM	2.7717319772844694e-11	4.757852431019942e-10
BEAUTIFUL DREAMER II	HEADCASE	2.7717319772844694e-11	4.757852431019942e-10
FIFOLET	POITIER, CLAUDE	2.7717319772844694e-11	4.757852431019942e-10
BEAUTIFUL DREAMER II	GRACE	2.7717319772844694e-11	4.757852431019942e-10
BEAUTIFUL DREAMER II	GLUB	2.7717319772844694e-11	4.757852431019942e-10
HULK DOPPELGANGER II	VISION DOPPELGANGER II	2.7717319772844694e-11	4.757852431019942e-10
BEAUTIFUL DREAMER II	DARCO	2.7717319772844694e-11	4.757852431019942e-10
ESTAVES, DR. ROSA	MR. SCRATCH II/BLISS	2.7717319772844694e-11	4.757852431019942e-10
FIREFALL IV/TARN	VANIUM	2.7717319772844694e-11	4.757852431019942e-10
HERCULES DOPPELGANGER II	HULK DOPPELGANGER II	2.7717319772844694e-11	4.757852431019942e-10
MALAN Sometimes spelled Malen	OXTON, PROFESSOR HENRY	2.7717319772844694e-11	4.757852431019942e-10
POITIER, CLAUDE	QUESTA	2.7717319772844694e-11	4.757852431019942e-10
QUICKSAND	SAPRISTI, JERRY	2.7753404260071984e-11	4.757852431019942e-10
BLOODSCREAM	COY, GENERAL NGUYEN NGOC	2.7753404260071984e-11	4.757852431019942e-10
CLEA	HULK/DR. ROBERT BRUCE BANNER 	2.794344904137118e-11	4.757852431019942e-10
CARRION II/MALCOLM MACBRIDE	WATSON-PARKER, MARY JANE	2.8066102957282082e-11	4.757852431019942e-10
BYRNES, GAYLE WATSON	WATSON-PARKER, MARY JANE	2.8066102957282082e-11	4.757852431019942e-10
PLUNDERER/LORD EDGAR PARNIVAL PLUNDER	THANOS	2.808165319530819e-11	4.757852431019942e-10
APOCALYPSE/EN SABAH NUR	KRAMER, KENNY	2.8135982750597517e-11	4.757852431019942e-10
NOMAD III/JACK MONROE	REDWING	2.8368292968553377e-11	4.757852431019942e-10
HUMAN TORCH ANDROID/JIM HAMMOND	WONDER MAN/SIMON WILLIAMS 	2.839989287725223e-11	4.757852431019942e-10
BLACK KNIGHT V/DANE WHITMAN	SWORDSMAN III/PHILIP JARVERT	2.850605668434755e-11	4.757852431019942e-10
HUMAN TORCH/JOHNNY STORM 	IMPOSSIBLE MAN	2.8604892656287777e-11	4.757852431019942e-10
KATZENBERG, NICK	KINGPIN/WILSON FISK	2.862497263538928e-11	4.757852431019942e-10
BLACKHEART	MEPHISTO	2.863768566228425e-11	4.757852431019942e-10
JARVIS, EDWIN 	QUASAR III/WENDELL VAUGHAN	2.8751809611131048e-11	4.757852431019942e-10
POLARIS/LORNA DANE	SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	2.878323713256902e-11	4.757852431019942e-10
CAPTAIN BRITAIN/BRIAN BRADDOCK	ROMA	2.8853753199410693e-11	4.757852431019942e-10
ABSORBING MAN/CARL CRUSHER CREEL	WASP/JANET VAN DYNE PYM	2.892654690680603e-11	4.757852431019942e-10
FIREFIST/RUSTY COLLINS	STROBE/	2.8944561829206312e-11	4.757852431019942e-10
LYJA LAZERFIST [SKRULL]	O'NEIL, BRIDGET	2.9010940782178286e-11	4.757852431019942e-10
ANGEL/WARREN KENNETH WORTHINGTON III 	TOAD/MORTIMER TOYNBEE	2.912997946105391e-11	4.757852431019942e-10
ETERNITY/ADAM QADMON	THANOS	2.929076733958458e-11	4.757852431019942e-10
CHAKRA	SPIDER-MAN CLONE/BEN REILLY	2.929513140253198e-11	4.757852431019942e-10
MEDEA	SPIDER-MAN CLONE/BEN REILLY	2.929513140253198e-11	4.757852431019942e-10
BOONE	SPIDER-MAN CLONE/BEN REILLY	2.929513140253198e-11	4.757852431019942e-10
ANT-MAN/DR. HENRY J. PYM	FREEMAN, DUANE JEROME	2.9439516237257096e-11	4.757852431019942e-10
COURIER/JACOB GAVIN	GRIS-GRIS	2.964296765068886e-11	4.757852431019942e-10
SMASHER IV	WARSTAR	2.964296765068886e-11	4.757852431019942e-10
FIREFALL III/ARCHIE STRYKER	STARSHINE II/BRANDY CLARK	2.973532705565957e-11	4.757852431019942e-10
FERRIS	MARROW/SARAH 	2.973532705565957e-11	4.757852431019942e-10
MAJOR DOMO	RICOCHET RITA	2.9976041424626393e-11	4.757852431019942e-10
IRIDIA [INHUMAN]	LEONUS/LIONUS [INHUMAN]	2.9976041424626393e-11	4.757852431019942e-10
BOMBSHELL/	WHITEOUT	2.9976041424626393e-11	4.757852431019942e-10
BOMBSHELL/	CROSSFIRE	2.9976041424626393e-11	4.757852431019942e-10
ALEXANDER, CARRIE	KNIGHT, MISTY	3.008127367340083e-11	4.757852431019942e-10
RAGE/ELVIN DARYL HALLIDAY	TIMESLIP/RINA PATEL	3.0194914772636324e-11	4.757852431019942e-10
ARRANGER/	CHEKOV, ARTHUR ANTON	3.023437716987411e-11	4.757852431019942e-10
MOREAU, DAVID	RICTOR/JULIO ESTEBAN RICHTER	3.026281175982385e-11	4.757852431019942e-10
LOKI [ASGARDIAN]	RASSITANO, MAD DOG	3.034928448638539e-11	4.757852431019942e-10
MOJO	PSYLOCKE/ELISABETH BETSY BRADDOCK 	3.042915045068128e-11	4.757852431019942e-10
EBONY	INVISIBLE WOMAN/SUE STORM RICHARDS 	3.044887010224902e-11	4.757852431019942e-10
CLOAK/TYRONE JOHNSON	JOHNSON, ANNA	3.047613981158123e-11	4.757852431019942e-10
THING/BENJAMIN J. GRIMM 	ZARRKO, ARTHUR	3.0480989576874825e-11	4.757852431019942e-10
STACY, ARTHUR	WARD, SEN. STEWART	3.051131659816951e-11	4.757852431019942e-10
TEFRAL	ZIRAN	3.0552575103671607e-11	4.757852431019942e-10
ONEG	ZIRAN	3.0552575103671607e-11	4.757852431019942e-10
BOUDREAUX, BELLA DONNA	NEW SUN	3.0552575103671607e-11	4.757852431019942e-10
SHAMAN/MICHAEL TWOYOUNGMAN	WOLVERINE/LOGAN 	3.061039351852853e-11	4.757852431019942e-10
SPIDER-WOMAN/JESSICA DREW	TYGER TIGER/JESSAN HOAN	3.061878605955372e-11	4.757852431019942e-10
GOGO TAMAGO/	SILVER SAMURAI/KENYUCHIO HARADA	3.0824642617334004e-11	4.757852431019942e-10
HONEY LEMON/	SILVER SAMURAI/KENYUCHIO HARADA	3.0824642617334004e-11	4.757852431019942e-10
ANCESTOR/	CENTURY	3.0824642617334004e-11	4.757852431019942e-10
KAISHEK, KIA	SILVER SAMURAI/KENYUCHIO HARADA	3.0824642617334004e-11	4.757852431019942e-10
MCKENZIE, LEONARD	NEWELL, DIANE ARLISS	3.0824642617334004e-11	4.757852431019942e-10
ARCANNA/ARCANNA JONES	REDSTONE/	3.0824642617334004e-11	4.757852431019942e-10
FATH	KISMET/J'RIDIA STARDUSTER	3.0824642617334004e-11	4.757852431019942e-10
HAMMERHAND	JACKSON, STEVE	3.0824642617334004e-11	4.757852431019942e-10
ICEMAN/ROBERT BOBBY DRAKE	THANOS DOPPELGANGER	3.083382993289373e-11	4.757852431019942e-10
HAMMER, JUSTIN	JONIN	3.100255854834983e-11	4.757852431019942e-10
AGED GENGHIS	DR. STRANGE/STEPHEN STRANGE	3.1095008705375115e-11	4.757852431019942e-10
DR. STRANGE/STEPHEN STRANGE	SALOME	3.1095008705375115e-11	4.757852431019942e-10
DR. STRANGE/STEPHEN STRANGE	SISTER NIL	3.1095008705375115e-11	4.757852431019942e-10
BEETLE/ABNER RONALD JENKINS	CYCLONE II/PIERRE FRESSON	3.114419888200514e-11	4.757852431019942e-10
FLEX/ADRIAN CORBO	SASQUATCH/WALTER LANGKOWSKI	3.116719459607865e-11	4.757852431019942e-10
CRYSTAL [INHUMAN]	MASTERS, ALICIA REISS	3.1170142864431404e-11	4.757852431019942e-10
CITIZEN V III/DALLAS RIORDAN	CYCLONE II/PIERRE FRESSON	3.1170197671045456e-11	4.757852431019942e-10
WASP/JANET VAN DYNE PYM	YELLOWJACKET II/RITA DEMARA	3.1174485808966746e-11	4.757852431019942e-10
CAGE, LUKE/CARL LUCAS	IRON FIST H'YLTHRI IMPOSTER	3.1197955847722294e-11	4.757852431019942e-10
BIG BEN/	CAGE, LUKE/CARL LUCAS	3.1197955847722294e-11	4.757852431019942e-10
CAGE, LUKE/CARL LUCAS	SHADES	3.1197955847722294e-11	4.757852431019942e-10
CAGE, LUKE/CARL LUCAS	POWER MAN III/STEELE	3.1197955847722294e-11	4.757852431019942e-10
CARPENTER, RACHEL	CONSUELA	3.131690793397973e-11	4.757852431019942e-10
KRUEGER	UNUS THE UNTOUCHABLE	3.131690793397973e-11	4.757852431019942e-10
FUJIKAWA, RUMIKO	GOLDEN-BLADE	3.131690793397973e-11	4.757852431019942e-10
FUJIKAWA, RUMIKO	SAPPER	3.131690793397973e-11	4.757852431019942e-10
FUJIKAWA, RUMIKO	STONE, TIBERIUS	3.131690793397973e-11	4.757852431019942e-10
GOLDEN ARCHER II/WYATT MCDONALD	SHAPE	3.1426948347319314e-11	4.757852431019942e-10
DUNHAM, LAURA	TURBO II (A)/MICHIKO MUSASHI	3.1513951581026955e-11	4.757852431019942e-10
ADMIRAL PROTOCOL/	TURBO II (A)/MICHIKO MUSASHI	3.1513951581026955e-11	4.757852431019942e-10
CAPTAIN MARVEL II/MONICA RAMBEAU	SIKORSKY, RAYMOND	3.1639538056264694e-11	4.757852431019942e-10
SKIDS/SALLY BLEVINS	STROBE/	3.167108526548693e-11	4.757852431019942e-10
SKIDS/SALLY BLEVINS	TARBABY	3.167108526548693e-11	4.757852431019942e-10
DAYTRIPPER/AMANDA SEFTON	WILFORD, ELISABETH BETSY	3.167108526548693e-11	4.757852431019942e-10
CODY, GARY	PUCK/EUGENE MILTON JUDD	3.1721942694035545e-11	4.757852431019942e-10
LADY DEATHSTRIKE/YURIKO OYAMA	WOLVERINE/LOGAN 	3.1729519524088876e-11	4.757852431019942e-10
GHOST RIDER III/DAN KETCH	HOBGOBLIN V/JASON PHILIP MACENDALE	3.184001444626789e-11	4.757852431019942e-10
CRULE	SIRYN/THERESA ROURKE CASSIDY	3.199994680216029e-11	4.757852431019942e-10
RISQUE/GLORIA	SIRYN/THERESA ROURKE CASSIDY	3.199994680216029e-11	4.757852431019942e-10
GUDRUN [ASGARDIAN]	VOLSTAGG	3.202257142078984e-11	4.757852431019942e-10
DR. DOOM/VICTOR VON DOOM	PHARAOH RAMA-TUT	3.205102912816657e-11	4.757852431019942e-10
MAGUS	SPEEDBALL/ROBBIE BALDWIN	3.2156604063393034e-11	4.757852431019942e-10
EXECUTIONER II/SKURGE [ASGARDIAN]	FRIGGA	3.233204561436406e-11	4.757852431019942e-10
APOCALYPSE/EN SABAH NUR	GAMBIT/REMY LEBEAU 	3.2403404862451826e-11	4.757852431019942e-10
DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.249526392738791e-11	4.757852431019942e-10
BETA RAY BILL	KINCAID, DR. JANE FOSTER	3.250981273510298e-11	4.757852431019942e-10
IRON MAN IV/JAMES R. JIM RHODEY RHODES	MOLECULE MAN/OWEN REECE	3.259275341135939e-11	4.757852431019942e-10
DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	THUNDERSTRIKE/ERIC KEVIN MASTERSON	3.2627527469757604e-11	4.757852431019942e-10
NIGHTHAWK/KYLE RICHMOND	OVERMIND/GROM	3.263146911974077e-11	4.757852431019942e-10
HERCULES [GREEK GOD]	TAGAR	3.2832112362570694e-11	4.757852431019942e-10
RASSITANO, MAD DOG	ULIK	3.2854536777781396e-11	4.757852431019942e-10
FANDRAL [ASGARDIAN]	GUDRUN [ASGARDIAN]	3.2865270668705365e-11	4.757852431019942e-10
BLACK WIDOW/NATASHA ROMANOVA	LUNA/LUNA MAXIMOFF [INHUMAN]	3.2943005324001096e-11	4.757852431019942e-10
LIVING LIGHTNING/MIGUEL SANTOS	NOVA/RICHARD RIDER	3.299823988336667e-11	4.757852431019942e-10
LIVING LIGHTNING/MIGUEL SANTOS	MOCKINGBIRD/DR. BARBARA BOBBI MORSE/HUNTRESS	3.299823988336667e-11	4.757852431019942e-10
MR. FANTASTIC DOPPELGANGER	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	3.303838790361897e-11	4.757852431019942e-10
AUGUST PERSONAGE IN JADE/YU-TI	MASTER KHAN/TYRONE KING	3.3100570122175436e-11	4.757852431019942e-10
ARABIAN KNIGHT/ABDUL QAMAR	SABRA/RUTH BAT-SERAPH	3.3100570122175436e-11	4.757852431019942e-10
ARES [GREEK GOD]	VENUS/APHRODITE/VICTORIA NUTLEY VICKI STARR	3.349748330440279e-11	4.757852431019942e-10
PLAGUE	TILBY, TRISH/PATRICIA TILBERT	3.358026536153479e-11	4.757852431019942e-10
NORTHSTAR/JEAN-PAUL BAUBIER	SILVER	3.371048234296906e-11	4.757852431019942e-10
DARKHAWK/CHRIS POWELL	STRONG GUY/GUIDO CAROSELLA	3.378626475295443e-11	4.757852431019942e-10
PHANTOM RIDER II/HAMILTON SLADE	TIGRA/GREER NELSON	3.382903809741293e-11	4.757852431019942e-10
CANNONBALL II/SAM GUTHRIE 	REYES, DR. CECELIA	3.39101562544727e-11	4.757852431019942e-10
ENCHANTRESS/AMORA/HELEN EVE/CHRISTINE COLLINS [ASGARDIAN]	VOLCANA/MARSHA ROSENBERG	3.3955527359980376e-11	4.757852431019942e-10
LEEDS, BETTY BRANT	MUGGINS, MAMIE	3.402155223931439e-11	4.757852431019942e-10
HARKNESS, AGATHA	IMPOSSIBLE MAN	3.4032286308803544e-11	4.757852431019942e-10
SAT-YR-9	THOMAS, COMMANDER DAI	3.40434180984039e-11	4.757852431019942e-10
BLITZIANA	SIF	3.4074470438390325e-11	4.757852431019942e-10
HUMAN TORCH ANDROID/JIM HAMMOND	WHIZZER/ROBERT L. FRANK	3.428535926773435e-11	4.757852431019942e-10
CANTOR, VERA	MARVEL GIRL/JEAN GREY SUMMERS	3.438509574232561e-11	4.757852431019942e-10
HUMAN TORCH/JOHNNY STORM 	PSYCHO-MAN	3.453799667648544e-11	4.757852431019942e-10
CYCLOPS/SCOTT SUMMERS 	UNUS THE UNTOUCHABLE	3.47192873575983e-11	4.757852431019942e-10
CRIMSON DYNAMO III/ALEX NEVSKY (NIVEN)	IRON MAN/TONY STARK 	3.473968521955031e-11	4.757852431019942e-10
DEWITT, KEARSON	IRON MAN/TONY STARK 	3.473968521955031e-11	4.757852431019942e-10
IRON MAN/TONY STARK 	MCPHERSON, LING	3.473968521955031e-11	4.757852431019942e-10
ANNIHILUS	BLASTAAR	3.4843438344728587e-11	4.757852431019942e-10
NOVA II/FRANKIE RAYE	WARLOCK II/ADAM WARLOCK	3.4845826656982174e-11	4.757852431019942e-10
HOBGOBLIN V/JASON PHILIP MACENDALE	URICH, BEN	3.497963542525064e-11	4.757852431019942e-10
MIDNIGHT III/JEFFREY WILDE	PUNISHER II/FRANK CASTIGLIONE/FRANK CASTLE	3.507567644178057e-11	4.757852431019942e-10
VIBRAXAS/N'KANO	ZARATHUSTRA	3.507631746110422e-11	4.757852431019942e-10
ANACONDA/BLANCHE SITZNSKI	SNAPDRAGON/SHEOKE SANADA	3.507631746110422e-11	4.757852431019942e-10
DIAMOND LIL/LILLIAN CRAWLEY	TYRAK	3.508828013235305e-11	4.757852431019942e-10
COURTNEY, DELPHINE	DIAMOND LIL/LILLIAN CRAWLEY	3.508828013235305e-11	4.757852431019942e-10
HAMMERHEAD	JONIN	3.5183003150964174e-11	4.757852431019942e-10
DEATH	KRONOS	3.5183003150964174e-11	4.757852431019942e-10
POLARIS/LORNA DANE	SUNFIRE/SHIRO YOSHIDA	3.5270676149014035e-11	4.757852431019942e-10
ADAMS, CINDY	GYRICH, HENRY PETER	3.5296854972664315e-11	4.757852431019942e-10
FORRESTER, CAPT. ALEYTYS LEE	NIGHTCRAWLER/KURT WAGNER 	3.5380379111681154e-11	4.757852431019942e-10
RICHARDS, FRANKLIN BENJAMIN	SHE-HULK/JENNIFER WALTERS	3.5389936091615883e-11	4.757852431019942e-10
CAPTAIN MARVEL/CAPTAIN MAR-VELL [KREE]	IRON MAN/TONY STARK 	3.545929010502182e-11	4.757852431019942e-10
ASH, BRANDY	BLACKHEART	3.556495894588349e-11	4.757852431019942e-10
MALPHER, KATHY	MR. FEAR III/PROF. LAWRENCE LARRY CRANSTON	3.556495894588349e-11	4.757852431019942e-10
MAXWELL, MORRIS	OVERRIDE/DR. GREGORY HERD	3.556495894588349e-11	4.757852431019942e-10
ADORA	COMET/HARRIS MOORE	3.556495894588349e-11	4.757852431019942e-10
HESCAMAR/MARNOT [ASGARDIAN]	O'NEILL, DET. BRADY	3.556495894588349e-11	4.757852431019942e-10
KAFKA, DR. ASHLEY	OSBORN, NORMIE	3.561743191928505e-11	4.757852431019942e-10
ROBERTSON, MARTHA	WATSON, ANNA	3.591696943986496e-11	4.757852431019942e-10
DRAGON MAN	MR. FANTASTIC/REED RICHARDS 	3.6094269442877396e-11	4.757852431019942e-10
ARISHEM [CELESTIAL]	KRO [DEVIANT]	3.614074054201421e-11	4.757852431019942e-10
RED SKULL/JOHANN SCHMIDT	ROTH, ARNIE	3.6144548919281195e-11	4.757852431019942e-10
NIGHT THRASHER/DUANE TAYLOR	SPHINX	3.615612419461257e-11	4.757852431019942e-10
CARINA/CARINA WALTERS KORVAC	SCARLET WITCH/WANDA MAXIMOFF	3.617448493996427e-11	4.757852431019942e-10
CANTOR, VERA	CYCLOPS/SCOTT SUMMERS 	3.6485540565677374e-11	4.757852431019942e-10
ABSORBING MAN/CARL CRUSHER CREEL	HOBBS, HARRIS	3.6662899264243e-11	4.757852431019942e-10
MANBOT/BERNIE LACHENAY	NORTHSTAR/JEAN-PAUL BAUBIER	3.6699788167842055e-11	4.757852431019942e-10
GYRICH, HENRY PETER	ST. LAWRENCE, COL. CAROLYN CARY	3.6815682447130474e-11	4.757852431019942e-10
GYRICH, HENRY PETER	JONES, JANIS	3.6815682447130474e-11	4.757852431019942e-10
